4000.05	5.00317
4000.06	5.0034
4000.05	5.00308
4000.05	5.00352
4000.06	5.00329
4000.05	5.00343
4000.05	5.00342
4000.05	5.00327
4000.04	5.00332
4000.06	5.00352
4000.06	5.00358
4000.05	5.0033
4000.05	5.00319
4000.05	5.00346
4000.05	5.00332
4000.05	5.00337
4000.05	5.00344
4000.05	5.00342
4000.06	5.00369
4000.05	5.0035
4000.05	5.00355
4000.05	5.00343
4000.05	5.00332
4000.05	5.00352
4000.05	5.00363
4000.05	5.00328
4000.05	5.00343
4000.06	5.00354
4000.05	5.00335
4000.05	5.00338
4000.06	5.00342
4000.05	5.00355
4000.05	5.00365
4000.05	5.00348
4000.05	5.00339
4000.05	5.00344
4000.05	5.00303
4000.05	5.00346
4000.05	5.00348
4000.05	5.00322
4000.05	5.00329
4000.05	5.00346
4000.05	5.00336
4000.05	5.00339
4000.05	5.00342
4000.05	5.00344
4000.06	5.00356
4000.05	5.00334
4000.05	5.00346
4000.05	5.00319
4000.05	5.00331
4000.05	5.00322
4000.05	5.00313
4000.05	5.00337
4000.05	5.00343
4000.05	5.00331
4000.05	5.00335
4000.05	5.00347
4000.05	5.00347
4000.05	5.00373
4000.05	5.00399
4000.05	5.00345
4000.05	5.00335
4000.05	5.00348
4000.05	5.00352
4000.05	5.00301
4000.05	5.0033
4000.05	5.00356
4000.05	5.00349
4000.05	5.00365
4000.05	5.00357
4000.05	5.0037
4000.05	5.00355
4000.05	5.00347
4000.06	5.00332
4000.05	5.00362
4000.05	5.00336
4000.05	5.00361
4000.05	5.00361
4000.05	5.00358
4000.05	5.00345
4000.05	5.00347
4000.05	5.00343
4000.05	5.00348
4000.05	5.00333
4000.05	5.00353
4000.05	5.00355
4000.06	5.00377
4000.05	5.00348
4000.05	5.00364
4000.05	5.00352
4000.05	5.00353
4000.06	5.0035
4000.05	5.00353
4000.05	5.00336
4000.05	5.0035
4000.05	5.00333
4000.05	5.00326
4000.05	5.00342
4000.05	5.00351
4000.05	5.00332
4000.05	5.00324
4000.05	5.00368
4000.05	5.00338
4000.05	5.0033
4000.05	5.00327
4000.05	5.00346
4000.05	5.00344
4000.06	5.00342
4000.05	5.0033
4000.05	5.00352
4000.06	5.00326
4000.06	5.00359
4000.05	5.00326
4000.05	5.00334
4000.06	5.00345
4000.05	5.00353
4000.05	5.00334
4000.05	5.00356
4000.05	5.00335
4000.05	5.00339
4000.05	5.00327
4000.05	5.00368
4000.05	5.00345
4000.05	5.00332
4000.05	5.00336
4000.05	5.00328
4000.05	5.00342
4000.06	5.00353
4000.05	5.00326
4000.05	5.0035
4000.05	5.00352
4000.05	5.00312
4000.05	5.00345
4000.05	5.00363
4000.05	5.00344
4000.06	5.00349
4000.05	5.00342
4000.05	5.00339
4000.06	5.00341
4000.06	5.00346
4000.05	5.0035
4000.05	5.00338
4000.05	5.00338
4000.05	5.00327
4000.05	5.00331
4000.06	5.00373
4000.05	5.00349
4000.05	5.00331
4000.05	5.00343
4000.06	5.00351
4000.05	5.00335
4000.05	5.00362
4000.05	5.00335
4000.06	5.00365
4000.05	5.00358
4000.05	5.00342
4000.05	5.00357
4000.05	5.00336
4000.05	5.00347
4000.05	5.00321
4000.05	5.00325
4000.05	5.0035
4000.05	5.00336
4000.05	5.00346
4000.06	5.00353
4000.05	5.00329
4000.05	5.00334
4000.05	5.00328
4000.05	5.0032
4000.05	5.00303
4000.05	5.00321
4000.05	5.00319
4000.05	5.00289
4000.05	5.00334
4000.05	5.003
4000.06	5.00345
4000.06	5.00345
4000.05	5.00328
4000.05	5.00326
4000.05	5.0035
4000.05	5.00323
4000.05	5.00335
4000.06	5.00329
4000.05	5.00336
4000.06	5.0034
4000.05	5.00331
4000.05	5.00336
4000.05	5.00323
4000.05	5.00334
4000.05	5.00338
4000.06	5.00351
4000.05	5.0036
4000.05	5.00368
4000.05	5.00352
4000.05	5.00334
4000.05	5.00341
4000.05	5.00346
4000.05	5.00333
4000.05	5.00319
4000.05	5.00353
4000.05	5.0035
4000.05	5.0035
4000.05	5.00359
4000.06	5.00346
4000.05	5.00352
4000.05	5.00327
4000.05	5.00338
4000.06	5.00346
4000.05	5.00349
4000.05	5.00323
4000.05	5.00326
4000.05	5.00343
4000.05	5.00328
4000.05	5.00331
4000.05	5.0034
4000.05	5.00354
4000.06	5.00341
4000.05	5.00337
4000.05	5.00316
4000.05	5.00313
4000.05	5.00349
4000.06	5.00334
4000.05	5.00323
4000.05	5.00346
4000.05	5.00325
4000.05	5.00345
4000.06	5.00327
4000.05	5.00347
4000.05	5.0034
4000.06	5.0033
4000.05	5.00326
4000.05	5.00338
4000.05	5.00326
4000.06	5.00317
4000.05	5.00325
4000.05	5.00346
4000.05	5.00348
4000.05	5.00322
4000.05	5.00336
4000.06	5.00338
4000.05	5.00339
4000.06	5.00322
4000.05	5.00341
4000.05	5.00325
4000.05	5.00333
4000.06	5.00357
4000.05	5.00328
4000.05	5.00327
4000.06	5.00349
4000.05	5.00321
4000.05	5.00325
4000.06	5.00333
4000.05	5.00326
4000.05	5.00364
4000.05	5.00352
4000.05	5.00341
4000.05	5.00358
4000.06	5.00337
4000.05	5.00344
4000.05	5.00341
4000.05	5.00315
4000.06	5.00336
4000.05	5.00332
4000.05	5.00336
4000.05	5.00358
4000.05	5.00357
4000.05	5.00315
4000.06	5.00351
4000.05	5.0033
4000.05	5.00346
4000.05	5.0033
4000.06	5.0034
4000.06	5.0036
4000.06	5.00346
4000.05	5.00331
4000.05	5.00351
4000.05	5.00336
4000.05	5.0034
4000.05	5.00328
4000.05	5.00306
4000.05	5.00335
4000.05	5.00332
4000.05	5.00351
4000.05	5.0032
4000.05	5.00309
4000.05	5.00305
4000.05	5.00308
4000.06	5.00314
4000.05	5.00324
4000.05	5.00323
4000.05	5.00325
4000.05	5.00308
4000.05	5.00323
4000.05	5.00313
4000.05	5.00332
4000.05	5.00321
4000.05	5.00309
4000.05	5.00314
4000.06	5.00302
4000.05	5.00308
4000.05	5.00319
4000.05	5.00289
4000.05	5.00329
4000.06	5.00316
4000.04	5.00324
4000.05	5.00315
4000.05	5.0032
4000.05	5.00324
4000.05	5.00317
4000.05	5.00286
4000.05	5.0033
4000.05	5.00341
4000.05	5.00313
4000.05	5.0032
4000.06	5.00342
4000.06	5.00357
4000.05	5.00331
4000.05	5.00327
4000.05	5.00325
4000.05	5.00332
4000.05	5.00338
4000.05	5.00325
4000.05	5.00333
4000.05	5.00343
4000.05	5.00288
4000.05	5.00301
4000.05	5.00297
4000.05	5.00323
4000.05	5.00351
4000.05	5.00309
4000.06	5.00337
4000.05	5.00321
4000.05	5.00345
4000.05	5.00316
4000.05	5.00308
4000.05	5.00327
4000.05	5.00318
4000.05	5.00338
4000.05	5.00332
4000.05	5.00325
4000.05	5.00318
4000.06	5.0032
4000.05	5.00325
4000.05	5.00324
4000.05	5.00339
4000.05	5.00328
4000.05	5.00347
4000.05	5.00331
4000.05	5.00342
4000.05	5.00315
4000.06	5.00324
4000.05	5.00351
4000.05	5.00338
4000.05	5.00312
4000.05	5.00297
4000.05	5.00323
4000.05	5.00305
4000.05	5.00306
4000.05	5.00331
4000.05	5.00304
4000.05	5.00294
4000.05	5.00304
4000.05	5.00325
4000.05	5.00309
4000.05	5.0031
4000.05	5.00331
4000.05	5.00323
4000.05	5.0032
4000.05	5.00323
4000.05	5.00318
4000.05	5.00321
4000.05	5.00328
4000.05	5.003
4000.05	5.00299
4000.05	5.0033
4000.05	5.00316
4000.05	5.00309
4000.05	5.0033
4000.05	5.00316
4000.05	5.0032
4000.05	5.00314
4000.05	5.00313
4000.05	5.00329
4000.05	5.00323
4000.06	5.00324
4000.06	5.00361
4000.05	5.00338
4000.05	5.00319
4000.06	5.00335
4000.06	5.00334
4000.05	5.00321
4000.05	5.00312
4000.05	5.00321
4000.05	5.0031
4000.05	5.00304
4000.05	5.00321
4000.05	5.003
4000.05	5.00332
4000.05	5.00325
4000.06	5.00345
4000.05	5.00336
4000.05	5.00345
4000.05	5.00346
4000.05	5.00331
4000.05	5.00334
4000.05	5.00321
4000.05	5.00305
4000.05	5.00309
4000.05	5.00302
4000.05	5.00324
4000.06	5.00321
4000.06	5.00302
4000.05	5.003
4000.06	5.00306
4000.05	5.00322
4000.05	5.00326
4000.05	5.00317
4000.05	5.00329
4000.06	5.00331
4000.05	5.00324
4000.05	5.00312
4000.05	5.00318
4000.05	5.00347
4000.05	5.0031
4000.05	5.00304
4000.05	5.00323
4000.05	5.00309
4000.05	5.00316
4000.05	5.00307
4000.05	5.00313
4000.06	5.00318
4000.05	5.00303
4000.05	5.00292
4000.05	5.00315
4000.05	5.00334
4000.05	5.00309
4000.05	5.00311
4000.05	5.00305
4000.05	5.00329
4000.06	5.00314
4000.05	5.00316
4000.05	5.00317
4000.05	5.00302
4000.05	5.00336
4000.05	5.00305
4000.05	5.0029
4000.05	5.00297
4000.05	5.00314
4000.05	5.00315
4000.05	5.00298
4000.05	5.00304
4000.05	5.00318
4000.05	5.00338
4000.05	5.00309
4000.05	5.00306
4000.05	5.00327
4000.05	5.00306
4000.05	5.00317
4000.05	5.00315
4000.05	5.00312
4000.05	5.00325
4000.05	5.00308
4000.05	5.00317
4000.05	5.00316
4000.06	5.00324
4000.05	5.00307
4000.05	5.00327
4000.06	5.0031
4000.05	5.00317
4000.05	5.00327
4000.05	5.00338
4000.05	5.00336
4000.05	5.00308
4000.04	5.00312
4000.05	5.00354
4000.05	5.00318
4000.05	5.0032
4000.05	5.00316
4000.05	5.00326
4000.05	5.00332
4000.06	5.0033
4000.05	5.00315
4000.05	5.00318
4000.05	5.00309
4000.05	5.00314
4000.06	5.00338
4000.05	5.0032
4000.05	5.00323
4000.05	5.00336
4000.05	5.00333
4000.05	5.00329
4000.06	5.00309
4000.05	5.00334
4000.06	5.00332
4000.05	5.00336
4000.05	5.00306
4000.05	5.00318
4000.05	5.00315
4000.06	5.00316
4000.05	5.00313
4000.05	5.00315
4000.05	5.00344
4000.05	5.00329
4000.05	5.00314
4000.05	5.00326
4000.05	5.00333
4000.05	5.00305
4000.05	5.0035
4000.05	5.0033
4000.05	5.00335
4000.06	5.00332
4000.05	5.00343
4000.05	5.00325
4000.05	5.00341
4000.05	5.00318
4000.06	5.00329
4000.05	5.00313
4000.05	5.00319
4000.06	5.00316
4000.05	5.00313
4000.05	5.00348
4000.05	5.00326
4000.05	5.00325
4000.05	5.00314
4000.05	5.00331
4000.05	5.00336
4000.05	5.00313
4000.05	5.00356
4000.05	5.00321
4000.05	5.0033
4000.05	5.00335
4000.05	5.00324
4000.05	5.00341
4000.05	5.00338
4000.05	5.00341
4000.06	5.00331
4000.05	5.00318
4000.06	5.00351
4000.05	5.00322
4000.05	5.00317
4000.06	5.00306
4000.05	5.00317
4000.05	5.00346
4000.05	5.00312
4000.06	5.00332
4000.05	5.00337
4000.05	5.00322
4000.05	5.00338
4000.05	5.00304
4000.05	5.00314
4000.05	5.00322
4000.05	5.00347
4000.05	5.00348
4000.05	5.00328
4000.05	5.00344
4000.05	5.00352
4000.05	5.00367
4000.05	5.00324
4000.05	5.00309
4000.06	5.00359
4000.05	5.00348
4000.05	5.00339
4000.06	5.00343
4000.05	5.0033
4000.05	5.00319
4000.05	5.00333
4000.06	5.00325
4000.06	5.00321
4000.05	5.00303
4000.05	5.00297
4000.05	5.00304
4000.05	5.00321
4000.05	5.00304
4000.05	5.00311
